"region Geographic indicator"
,Frequency,Percent,Valid Percent
1.375704,1,0.02,0.02
0.205275,1,0.02,0.02
0.21328,1,0.02,0.02
0.97614,1,0.02,0.02
0.32528,1,0.02,0.02
1.4695500000000001,1,0.02,0.02
0.0091,1,0.02,0.02
0.607475,1,0.02,0.02
0.4588,1,0.02,0.02
6.045248,1,0.02,0.02
0.537602,1,0.02,0.02
3.22218,1,0.02,0.02
0.029952,1,0.02,0.02
2.1352800000000003,1,0.02,0.02
1.9091999999999998,1,0.02,0.02
0.17784,1,0.02,0.02
0.34378600000000004,1,0.02,0.02
0.47740000000000005,1,0.02,0.02
3.59856,1,0.02,0.02
0.524832,1,0.02,0.02
4.549607999999999,1,0.02,0.02
3.093842,1,0.02,0.02
0.693,1,0.02,0.02
3.6443519999999996,1,0.02,0.02
1.4810249999999998,1,0.02,0.02
0.149916,1,0.02,0.02
0.20585,1,0.02,0.02
0.7292339999999999,1,0.02,0.02
0.76447,1,0.02,0.02
3.024045,1,0.02,0.02
0.10439999999999999,1,0.02,0.02
6.019,1,0.02,0.02
6.03756,1,0.02,0.02
0.171444,1,0.02,0.02
3.8351040000000003,1,0.02,0.02
0.37665,1,0.02,0.02
0.40983600000000003,1,0.02,0.02
4.158948,1,0.02,0.02
3.6287999999999996,1,0.02,0.02
2.0360899999999997,1,0.02,0.02
0.12627,1,0.02,0.02
0.8919170000000001,1,0.02,0.02
17.84286,1,0.02,0.02
1.213664,1,0.02,0.02
0.385848,1,0.02,0.02
0.592116,1,0.02,0.02
1.06148,1,0.02,0.02
1.68775,1,0.02,0.02
1.1810399999999999,1,0.02,0.02
2.83547,1,0.02,0.02
8.762889000000001,1,0.02,0.02
1.2681900000000002,1,0.02,0.02
2.0687759999999997,1,0.02,0.02
0.890715,1,0.02,0.02
0.4403,1,0.02,0.02
2.2252799999999997,1,0.02,0.02
3.157056,1,0.02,0.02
0.05949599999999999,1,0.02,0.02
0.37112399999999995,1,0.02,0.02
0.18618600000000002,1,0.02,0.02
1.2473190000000003,1,0.02,0.02
3.3807359999999993,1,0.02,0.02
0.8399159999999999,1,0.02,0.02
0.18536100000000003,1,0.02,0.02
0.34930500000000003,1,0.02,0.02
0.5780879999999999,1,0.02,0.02
1.8949840000000002,1,0.02,0.02
1.684032,1,0.02,0.02
1.668744,1,0.02,0.02
0.24012,1,0.02,0.02
1.63575,1,0.02,0.02
13.052513999999999,1,0.02,0.02
0.7276,1,0.02,0.02
4.0716,1,0.02,0.02
3.4675980000000006,1,0.02,0.02
0.25567999999999996,1,0.02,0.02
8.2004,1,0.02,0.02
0.31589999999999996,1,0.02,0.02
1.871904,1,0.02,0.02
0.592802,1,0.02,0.02
0.270144,1,0.02,0.02
3.5174819999999993,1,0.02,0.02
0.067041,1,0.02,0.02
3.132464,1,0.02,0.02
1.8645000000000003,1,0.02,0.02
0.725208,1,0.02,0.02
0.33174000000000003,1,0.02,0.02
4.181824,1,0.02,0.02
1.23015,1,0.02,0.02
0.821712,1,0.02,0.02
1.1265479999999999,1,0.02,0.02
0.096096,1,0.02,0.02
2.57103,1,0.02,0.02
1.8775800000000002,1,0.02,0.02
1.5754200000000003,1,0.02,0.02
0.435864,1,0.02,0.02
2.8956480000000004,1,0.02,0.02
2.251908,1,0.02,0.02
1.159256,1,0.02,0.02
0.48421800000000004,1,0.02,0.02
0.28784000000000004,1,0.02,0.02
1.593152,1,0.02,0.02
0.03450000000000001,1,0.02,0.02
0.437886,1,0.02,0.02
0.7545599999999999,1,0.02,0.02
2.270664,1,0.02,0.02
2.606208,1,0.02,0.02
0.763256,1,0.02,0.02
2.5791999999999997,1,0.02,0.02
0.652288,1,0.02,0.02
1.6157900000000003,1,0.02,0.02
0.9756119999999999,1,0.02,0.02
0.25693199999999994,1,0.02,0.02
1.502868,1,0.02,0.02
2.065496,1,0.02,0.02
0.09072,1,0.02,0.02
16.631208,1,0.02,0.02
1.188148,1,0.02,0.02
2.9913600000000002,1,0.02,0.02
0.7724639999999999,1,0.02,0.02
0.267,1,0.02,0.02
0.12075,1,0.02,0.02
1.5208400000000002,1,0.02,0.02
4.928504,1,0.02,0.02
0.41859999999999997,1,0.02,0.02
3.0887000000000002,1,0.02,0.02
8.21128,1,0.02,0.02
0.147384,1,0.02,0.02
1.7192000000000003,1,0.02,0.02
1.2988799999999998,1,0.02,0.02
0.178416,1,0.02,0.02
0.013450000000000002,1,0.02,0.02
0.46970000000000006,1,0.02,0.02
0.10660000000000001,1,0.02,0.02
5.620608000000001,1,0.02,0.02
0.6079499999999999,1,0.02,0.02
0.272646,1,0.02,0.02
3.371641,1,0.02,0.02
0.850304,1,0.02,0.02
0.15103999999999998,1,0.02,0.02
0.21576,1,0.02,0.02
4.656747,1,0.02,0.02
2.88956,1,0.02,0.02
1.1575199999999999,1,0.02,0.02
2.0423999999999998,1,0.02,0.02
0.27294799999999997,1,0.02,0.02
1.6038000000000001,1,0.02,0.02
1.2683019999999998,1,0.02,0.02
0.86072,1,0.02,0.02
1.101672,1,0.02,0.02
0.341172,1,0.02,0.02
4.09016,1,0.02,0.02
1.022208,1,0.02,0.02
0.339872,1,0.02,0.02
1.00036,1,0.02,0.02
0.9661400000000001,1,0.02,0.02
0.2806,1,0.02,0.02
3.40704,1,0.02,0.02
1.4179439999999999,1,0.02,0.02
1.231713,1,0.02,0.02
0.6011460000000001,1,0.02,0.02
1.839656,1,0.02,0.02
1.02564,1,0.02,0.02
1.48665,1,0.02,0.02
0.179634,1,0.02,0.02
2.0858039999999995,1,0.02,0.02
5.36403,1,0.02,0.02
0.704329,1,0.02,0.02
2.1053999999999995,1,0.02,0.02
8.13732,1,0.02,0.02
5.0998589999999995,1,0.02,0.02
2.341584,1,0.02,0.02
0.38335,1,0.02,0.02
0.33965999999999996,1,0.02,0.02
0.47735999999999995,1,0.02,0.02
0.044145,1,0.02,0.02
0.40921899999999994,1,0.02,0.02
0.180292,1,0.02,0.02
1.0509600000000001,1,0.02,0.02
1.129128,1,0.02,0.02
2.5369159999999997,1,0.02,0.02
3.66177,1,0.02,0.02
1.2269349999999999,1,0.02,0.02
0.99994,1,0.02,0.02
2.376,1,0.02,0.02
0.210254,1,0.02,0.02
0.052632000000000005,1,0.02,0.02
1.454376,1,0.02,0.02
2.7232200000000004,1,0.02,0.02
0.160776,1,0.02,0.02
0.9887850000000001,1,0.02,0.02
2.9550359999999998,1,0.02,0.02
17.11545,1,0.02,0.02
0.34065899999999993,1,0.02,0.02
1.7236799999999999,1,0.02,0.02
1.33903,1,0.02,0.02
1.0886399999999998,1,0.02,0.02
3.42171,1,0.02,0.02
0.27976,1,0.02,0.02
0.57105,1,0.02,0.02
0.13195,1,0.02,0.02
0.5987520000000001,1,0.02,0.02
0.7542900000000001,1,0.02,0.02
1.334085,1,0.02,0.02
3.025512,1,0.02,0.02
1.2012,1,0.02,0.02
1.0348920000000001,1,0.02,0.02
0.919481,1,0.02,0.02
3.2954339999999998,1,0.02,0.02
1.47312,1,0.02,0.02
1.08978,1,0.02,0.02
1.02672,1,0.02,0.02
1.4986479999999998,1,0.02,0.02
1.4287999999999998,1,0.02,0.02
0.9636,1,0.02,0.02
0.2682,1,0.02,0.02
0.8027239999999999,1,0.02,0.02
0.613524,1,0.02,0.02
0.6566759999999999,1,0.02,0.02
1.92324,1,0.02,0.02
0.8497500000000001,1,0.02,0.02
1.430784,1,0.02,0.02
0.593915,1,0.02,0.02
1.8630000000000002,1,0.02,0.02
0.23184,1,0.02,0.02
0.31785599999999997,1,0.02,0.02
0.009384,1,0.02,0.02
6.056122,1,0.02,0.02
0.17724299999999998,1,0.02,0.02
0.44648999999999994,1,0.02,0.02
1.1186880000000001,1,0.02,0.02
0.27913599999999994,1,0.02,0.02
0.875336,1,0.02,0.02
1.18503,1,0.02,0.02
0.376672,1,0.02,0.02
0.3465599999999999,1,0.02,0.02
2.058924,1,0.02,0.02
1.4252399999999998,1,0.02,0.02
1.7900999999999998,1,0.02,0.02
0.8699520000000001,1,0.02,0.02
5.981472,1,0.02,0.02
0.176726,1,0.02,0.02
0.55272,1,0.02,0.02
1.5541850000000001,1,0.02,0.02
1.17568,1,0.02,0.02
4.537484999999999,1,0.02,0.02
0.735553,1,0.02,0.02
2.46906,1,0.02,0.02
0.715,1,0.02,0.02
0.8196899999999999,1,0.02,0.02
1.135296,1,0.02,0.02
0.34056000000000003,1,0.02,0.02
0.637308,1,0.02,0.02
0.73788,1,0.02,0.02
0.054495999999999996,1,0.02,0.02
0.0814,1,0.02,0.02
5.056127999999999,1,0.02,0.02
7.6750739999999995,1,0.02,0.02
0.34540000000000004,1,0.02,0.02
0.25758,1,0.02,0.02
3.5851480000000002,1,0.02,0.02
0.01683,1,0.02,0.02
0.6446799999999999,1,0.02,0.02
0.18258000000000002,1,0.02,0.02
0.8049599999999999,1,0.02,0.02
0.94095,1,0.02,0.02
1.0208940000000002,1,0.02,0.02
0.225675,1,0.02,0.02
0.931392,1,0.02,0.02
1.18944,1,0.02,0.02
0.15114,1,0.02,0.02
0.706146,1,0.02,0.02
1.4049280000000002,1,0.02,0.02
0.76638,1,0.02,0.02
2.20289,1,0.02,0.02
0.178101,1,0.02,0.02
0.47508000000000006,1,0.02,0.02
0.08352,1,0.02,0.02
4.780195000000001,1,0.02,0.02
1.36112,1,0.02,0.02
1.68646,1,0.02,0.02
0.16990400000000003,1,0.02,0.02
0.9999989999999999,1,0.02,0.02
0.24024,1,0.02,0.02
4.510906,1,0.02,0.02
0.721548,1,0.02,0.02
4.56,1,0.02,0.02
2.70816,1,0.02,0.02
0.52421,1,0.02,0.02
1.8795600000000001,1,0.02,0.02
6.371567999999999,1,0.02,0.02
7.075467,1,0.02,0.02
6.885648,1,0.02,0.02
1.0769600000000001,1,0.02,0.02
0.07900199999999999,1,0.02,0.02
0.8419840000000001,1,0.02,0.02
29.811608000000003,1,0.02,0.02
3.853349,1,0.02,0.02
0.6622,1,0.02,0.02
0.6908999999999998,1,0.02,0.02
0.2272,1,0.02,0.02
1.550016,1,0.02,0.02
5.5165500000000005,1,0.02,0.02
0.824499,1,0.02,0.02
0.6146560000000001,1,0.02,0.02
3.6987299999999994,1,0.02,0.02
3.721872,1,0.02,0.02
9.367722,1,0.02,0.02
0.5915840000000001,1,0.02,0.02
2.4133199999999997,1,0.02,0.02
0.11867999999999998,1,0.02,0.02
5.74266,1,0.02,0.02
1.227996,1,0.02,0.02
0.1953,1,0.02,0.02
12.293190000000001,1,0.02,0.02
1.270304,1,0.02,0.02
0.18231999999999998,1,0.02,0.02
2.5162520000000006,1,0.02,0.02
6.277304999999999,1,0.02,0.02
1.222144,1,0.02,0.02
2.51181,1,0.02,0.02
0.19516000000000003,1,0.02,0.02
0.086592,1,0.02,0.02
2.368716,1,0.02,0.02
18.978654,1,0.02,0.02
0.31865999999999994,1,0.02,0.02
3.862011,1,0.02,0.02
0.684855,1,0.02,0.02
3.4223999999999997,1,0.02,0.02
0.67452,1,0.02,0.02
0.046512,1,0.02,0.02
0.060543999999999994,1,0.02,0.02
1.493625,1,0.02,0.02
3.3555900000000007,1,0.02,0.02
4.803874,1,0.02,0.02
0.751032,1,0.02,0.02
1.2271500000000004,1,0.02,0.02
0.26730000000000004,1,0.02,0.02
1.80747,1,0.02,0.02
2.8497,1,0.02,0.02
0.35684999999999995,1,0.02,0.02
1.0102399999999998,1,0.02,0.02
0.34425,1,0.02,0.02
1.00386,1,0.02,0.02
1.7229960000000002,1,0.02,0.02
0.334719,1,0.02,0.02
0.31629599999999997,1,0.02,0.02
0.5985980000000001,1,0.02,0.02
5.805568,1,0.02,0.02
9.587556,1,0.02,0.02
1.50336,1,0.02,0.02
0.712008,1,0.02,0.02
2.667808,1,0.02,0.02
4.396574,1,0.02,0.02
0.6905249999999999,1,0.02,0.02
0.38304499999999997,1,0.02,0.02
4.913376,1,0.02,0.02
1.46095,1,0.02,0.02
2.92185,1,0.02,0.02
0.47571,1,0.02,0.02
0.26049399999999995,1,0.02,0.02
0.428085,1,0.02,0.02
1.311728,1,0.02,0.02
3.4353719999999996,1,0.02,0.02
0.0034100000000000003,1,0.02,0.02
2.1870449999999995,1,0.02,0.02
2.281968,1,0.02,0.02
1.356608,1,0.02,0.02
0.48906,1,0.02,0.02
1.7286,1,0.02,0.02
1.5882100000000001,1,0.02,0.02
1.6182340000000002,1,0.02,0.02
11.527054,1,0.02,0.02
0.471835,1,0.02,0.02
1.4102830000000002,1,0.02,0.02
0.6511120000000001,1,0.02,0.02
1.31376,1,0.02,0.02
1.0170700000000001,1,0.02,0.02
0.13311,1,0.02,0.02
0.557436,1,0.02,0.02
0.27825,1,0.02,0.02
0.68931,1,0.02,0.02
4.429247999999999,1,0.02,0.02
1.185558,1,0.02,0.02
0.17929599999999998,1,0.02,0.02
1.15425,1,0.02,0.02
0.328328,1,0.02,0.02
1.914003,1,0.02,0.02
2.010624,1,0.02,0.02
0.509652,1,0.02,0.02
0.7521279999999999,1,0.02,0.02
3.7959660000000004,1,0.02,0.02
0.9636899999999999,1,0.02,0.02
9.293427,1,0.02,0.02
1.7905079999999998,1,0.02,0.02
0.47128000000000003,1,0.02,0.02
0.26174400000000003,1,0.02,0.02
4.980690000000001,1,0.02,0.02
0.9061000000000001,1,0.02,0.02
2.5630779999999995,1,0.02,0.02
0.321678,1,0.02,0.02
4.559295,1,0.02,0.02
0.095004,1,0.02,0.02
0.19152000000000002,1,0.02,0.02
2.882484,1,0.02,0.02
3.744216,1,0.02,0.02
3.5632800000000002,1,0.02,0.02
0.663586,1,0.02,0.02
0.41336399999999995,1,0.02,0.02
0.801414,1,0.02,0.02
6.897955,1,0.02,0.02
0.21672,1,0.02,0.02
1.1586960000000002,1,0.02,0.02
0.7766640000000001,1,0.02,0.02
2.135964,1,0.02,0.02
0.47657599999999994,1,0.02,0.02
0.10791999999999999,1,0.02,0.02
2.6073600000000003,1,0.02,0.02
2.267004,1,0.02,0.02
0.13899200000000003,1,0.02,0.02
1.8316480000000002,1,0.02,0.02
0.874071,1,0.02,0.02
1.4438480000000002,1,0.02,0.02
0.18739499999999998,1,0.02,0.02
1.731384,1,0.02,0.02
7.642132,1,0.02,0.02
0.34340000000000004,1,0.02,0.02
5.0459700000000005,1,0.02,0.02
1.0192,1,0.02,0.02
2.7336000000000005,1,0.02,0.02
0.8699710000000002,1,0.02,0.02
0.23579,1,0.02,0.02
3.2781,1,0.02,0.02
5.36895,1,0.02,0.02
2.4186639999999997,1,0.02,0.02
0.09383999999999999,1,0.02,0.02
2.214264,1,0.02,0.02
2.3331000000000004,1,0.02,0.02
5.020848,1,0.02,0.02
1.2451949999999998,1,0.02,0.02
0.008700000000000001,1,0.02,0.02
1.460844,1,0.02,0.02
10.555639999999999,1,0.02,0.02
2.9856599999999998,1,0.02,0.02
3.30876,1,0.02,0.02
0.2205,1,0.02,0.02
7.829775000000001,1,0.02,0.02
0.220038,1,0.02,0.02
1.9780200000000001,1,0.02,0.02
7.001120000000001,1,0.02,0.02
2.074944,1,0.02,0.02
0.17127499999999998,1,0.02,0.02
1.06786,1,0.02,0.02
0.412672,1,0.02,0.02
3.401216,1,0.02,0.02
0.549792,1,0.02,0.02
1.1264,1,0.02,0.02
2.5194,1,0.02,0.02
0.17760000000000004,1,0.02,0.02
0.3699299999999999,1,0.02,0.02
1.213632,1,0.02,0.02
1.657536,1,0.02,0.02
10.185647999999999,1,0.02,0.02
6.09915,1,0.02,0.02
1.139844,1,0.02,0.02
0.877725,1,0.02,0.02
0.360525,1,0.02,0.02
0.29394000000000003,1,0.02,0.02
1.0556459999999999,1,0.02,0.02
1.9404000000000001,1,0.02,0.02
0.633795,1,0.02,0.02
0.262384,1,0.02,0.02
5.906783000000001,1,0.02,0.02
0.37296,1,0.02,0.02
6.1938,1,0.02,0.02
13.694911999999999,1,0.02,0.02
1.4294099999999998,1,0.02,0.02
1.8794159999999998,1,0.02,0.02
1.56408,1,0.02,0.02
0.464436,1,0.02,0.02
3.306177,1,0.02,0.02
11.35755,1,0.02,0.02
0.134096,1,0.02,0.02
0.7409,1,0.02,0.02
0.28627199999999997,1,0.02,0.02
1.2621959999999999,1,0.02,0.02
1.6478700000000004,1,0.02,0.02
1.312416,1,0.02,0.02
0.06890399999999999,1,0.02,0.02
0.8970560000000002,1,0.02,0.02
1.037136,1,0.02,0.02
0.8924999999999998,1,0.02,0.02
3.924336,1,0.02,0.02
1.1753,1,0.02,0.02
0.141489,1,0.02,0.02
0.0,1,0.02,0.02
Total,5000,100.0,

"lncreddebt Log-credit card debt"
,Frequency,Percent,Valid Percent
-0.5028574541168138,2,0.04,0.04
-1.5806075307662233,2,0.04,0.04
-1.826649095095202,2,0.04,0.04
-1.2969656711751008,2,0.04,0.04
-1.4444659939752587,2,0.04,0.04
0.9000515878230693,2,0.04,0.04
-0.6306908256266986,2,0.04,0.04
-0.12271015399293933,2,0.04,0.04
-1.9119088023593205,2,0.04,0.04
0.5753001428554744,2,0.04,0.04
-0.27686083382019766,2,0.04,0.04
0.017446913603720488,2,0.04,0.04
-2.2917638543624625,2,0.04,0.04
0.1468187237512995,2,0.04,0.04
0.22633844221072896,2,0.04,0.04
0.19425012765922856,2,0.04,0.04
-1.7618900356257774,2,0.04,0.04
-1.5596482479315847,2,0.04,0.04
-1.5176247491616484,2,0.04,0.04
-1.2055740856929098,2,0.04,0.04
-0.4255657798151673,2,0.04,0.04
-1.151987749259985,2,0.04,0.04
-0.981229333033066,2,0.04,0.04
-1.7958638808131473,2,0.04,0.04
-0.12883387184346853,2,0.04,0.04
-0.41799123347357225,2,0.04,0.04
-1.3632968429271917,2,0.04,0.04
-2.479441610356942,2,0.04,0.04
-2.199306743540544,2,0.04,0.04
-1.4617078004097648,2,0.04,0.04
-0.5256144412394299,2,0.04,0.04
-0.9930637906800688,2,0.04,0.04
-0.11451338678876073,2,0.04,0.04
-1.7136879338078994,2,0.04,0.04
-0.2916365477595101,2,0.04,0.04
-1.380292408924256,2,0.04,0.04
-1.70683025844275,2,0.04,0.04
-1.3019532126861397,2,0.04,0.04
0.08647123113712066,2,0.04,0.04
-0.9791666359258261,2,0.04,0.04
0.515454892149653,2,0.04,0.04
-2.016579424923209,2,0.04,0.04
-1.5183365774038302,2,0.04,0.04
-0.07476665057319265,2,0.04,0.04
-1.8403616510672725,2,0.04,0.04
1.2805337654407245,2,0.04,0.04
-1.6841614586300369,2,0.04,0.04
-0.6090560633814037,2,0.04,0.04
0.5572243593194791,2,0.04,0.04
-0.407547274312489,2,0.04,0.04
-2.169453780390863,2,0.04,0.04
-1.6090879736698125,2,0.04,0.04
0.48951209563377857,2,0.04,0.04
-0.5028574541168136,2,0.04,0.04
0.0068246589470978706,2,0.04,0.04
-1.5017052126312183,2,0.04,0.04
-1.3303526872078377,2,0.04,0.04
-0.12284582999884598,2,0.04,0.04
-0.696312183903102,2,0.04,0.04
-0.15161390017528822,2,0.04,0.04
0.6410240682845362,1,0.02,0.02
0.11398382779714555,1,0.02,0.02
-2.675041047495265,1,0.02,0.02
-0.5903884466026763,1,0.02,0.02
0.007691345622655749,1,0.02,0.02
-0.41218765386899114,1,0.02,0.02
-2.229799423268398,1,0.02,0.02
0.521190918014889,1,0.02,0.02
-0.2148480542901027,1,0.02,0.02
-4.922624416773543,1,0.02,0.02
0.6081468709271769,1,0.02,0.02
0.6195792164217999,1,0.02,0.02
1.5348925831152134,1,0.02,0.02
1.5541065814025319,1,0.02,0.02
-0.8707343622151209,1,0.02,0.02
-0.2872821524304539,1,0.02,0.02
-2.81501199812701,1,0.02,0.02
1.6675558657687488,1,0.02,0.02
0.17239579230569757,1,0.02,0.02
0.40540110606007695,1,0.02,0.02
0.3252783900656326,1,0.02,0.02
-2.7339835831287145,1,0.02,0.02
-0.47909442560453713,1,0.02,0.02
-0.20169522010834026,1,0.02,0.02
0.6137289028894094,1,0.02,0.02
0.9169824925525558,1,0.02,0.02
-0.35519033223454183,1,0.02,0.02
1.4596935106896582,1,0.02,0.02
0.6887249167493581,1,0.02,0.02
0.24695694823944606,1,0.02,0.02
-0.3812487064491972,1,0.02,0.02
-1.0649763722703551,1,0.02,0.02
0.0732207215204051,1,0.02,0.02
0.3168524497515608,1,0.02,0.02
0.8139478807056495,1,0.02,0.02
-2.469962866402398,1,0.02,0.02
-0.6045650378689401,1,0.02,0.02
-0.10863698854873237,1,0.02,0.02
-1.7168338314539973,1,0.02,0.02
-0.420856957204216,1,0.02,0.02
-0.7316593447933099,1,0.02,0.02
0.32673931070530743,1,0.02,0.02
-0.8843464276916501,1,0.02,0.02
-3.9630005601930134,1,0.02,0.02
2.3578528985376734,1,0.02,0.02
-1.0489539300599904,1,0.02,0.02
-1.147907580392987,1,0.02,0.02
-1.0981184106459398,1,0.02,0.02
-0.034082257657196066,1,0.02,0.02
0.4195731204463705,1,0.02,0.02
1.1353568617923404,1,0.02,0.02
-2.577021938695806,1,0.02,0.02
-0.3345221392975991,1,0.02,0.02
-0.29710230383250436,1,0.02,0.02
1.049377925857067,1,0.02,0.02
-1.2618138040157858,1,0.02,0.02
1.7892847429507346,1,0.02,0.02
-1.0944639051217981,1,0.02,0.02
0.9829806870169812,1,0.02,0.02
-2.137155403870309,1,0.02,0.02
0.21929214415804432,1,0.02,0.02
1.1441259799466352,1,0.02,0.02
-0.9352900818839379,1,0.02,0.02
0.49246876284575536,1,0.02,0.02
-0.3041570425456604,1,0.02,0.02
1.836940748245742,1,0.02,0.02
-0.6402227172520584,1,0.02,0.02
-3.5092281258758606,1,0.02,0.02
-0.2858171458422684,1,0.02,0.02
-0.14701619092665894,1,0.02,0.02
0.9510225387925468,1,0.02,0.02
-1.5921384153560394,1,0.02,0.02
-1.315753887786685,1,0.02,0.02
-1.0518098129288282,1,0.02,0.02
-2.879550519264581,1,0.02,0.02
-3.0657256453745263,1,0.02,0.02
0.034575324639690236,1,0.02,0.02
-2.1766222698694753,1,0.02,0.02
-1.0300194972024979,1,0.02,0.02
0.12027592582207276,1,0.02,0.02
-0.10491061687746141,1,0.02,0.02
1.7274641185221575,1,0.02,0.02
-1.965348862576144,1,0.02,0.02
1.7531381763865177,1,0.02,0.02
-1.337885221912203,1,0.02,0.02
-0.7188835376621596,1,0.02,0.02
-1.0000005001401114e-06,1,0.02,0.02
0.8456407738917241,1,0.02,0.02
-0.47138378121746255,1,0.02,0.02
3.3835058045307544,1,0.02,0.02
-1.2163490753939912,1,0.02,0.02
1.0722169773085781,1,0.02,0.02
-1.5558592315328712,1,0.02,0.02
-0.2975142502852919,1,0.02,0.02
-1.4574467054479798,1,0.02,0.02
-0.8919981993051233,1,0.02,0.02
-1.4142823976600594,1,0.02,0.02
0.7897701346625363,1,0.02,0.02
-2.136511488844841,1,0.02,0.02
-0.10855449988808988,1,0.02,0.02
1.0197205850019107,1,0.02,0.02
-0.7317217025397211,1,0.02,0.02
0.44647396516852766,1,0.02,0.02
1.4979654233285236,1,0.02,0.02
1.4507652237186743,1,0.02,0.02
-2.19995630510934,1,0.02,0.02
0.8926822314218027,1,0.02,0.02
2.1608198954424194,1,0.02,0.02
-1.0928608598887777,1,0.02,0.02
-0.06748365378627834,1,0.02,0.02
1.7072750785356217,1,0.02,0.02
0.4320161553402354,1,0.02,0.02
0.7952614328017071,1,0.02,0.02
-1.821641523709976,1,0.02,0.02
0.2534073477074145,1,0.02,0.02
-1.2861377623805734,1,0.02,0.02
-1.909732522936725,1,0.02,0.02
-1.4025863578968683,1,0.02,0.02
-1.8385995360738732,1,0.02,0.02
0.14304004179227833,1,0.02,0.02
1.7575820174264685,1,0.02,0.02
0.6609865264354793,1,0.02,0.02
0.9198013623933573,1,0.02,0.02
-0.33434609845566915,1,0.02,0.02
1.2382037817350018,1,0.02,0.02
-0.8509712657535127,1,0.02,0.02
0.39285527056677166,1,0.02,0.02
0.9663600775419674,1,0.02,0.02
0.6563483323228474,1,0.02,0.02
1.2188503822760477,1,0.02,0.02
-1.5100632764610722,1,0.02,0.02
0.9221161312394752,1,0.02,0.02
1.3155123901484778,1,0.02,0.02
-0.9860267365590524,1,0.02,0.02
-0.7677004826275461,1,0.02,0.02
0.30560057295412585,1,0.02,0.02
0.7991994568961724,1,0.02,0.02
-0.49436681610272276,1,0.02,0.02
0.33429128865363955,1,0.02,0.02
0.8323689770825948,1,0.02,0.02
-3.5081591786869555,1,0.02,0.02
1.6336035569328804,1,0.02,0.02
0.2667546127687839,1,0.02,0.02
-0.04754454028108193,1,0.02,0.02
0.6331965190812122,1,0.02,0.02
1.3296478162526641,1,0.02,0.02
-0.042792685055907706,1,0.02,0.02
0.020678714008356847,1,0.02,0.02
1.5963648308662477,1,0.02,0.02
-3.6627439805093105,1,0.02,0.02
-2.1053749237063406,1,0.02,0.02
-0.21852921376346435,1,0.02,0.02
0.04120144252075601,1,0.02,0.02
-1.1962427582640254,1,0.02,0.02
1.7075840670576332,1,0.02,0.02
-2.088038388905354,1,0.02,0.02
-2.2263650670826367,1,0.02,0.02
2.579620970285241,1,0.02,0.02
0.8362288240162963,1,0.02,0.02
0.3724252540299641,1,0.02,0.02
-1.3444616775179574,1,0.02,0.02
2.308027456431044,1,0.02,0.02
0.3442022826831235,1,0.02,0.02
1.5433981049298884,1,0.02,0.02
1.4111469609116272,1,0.02,0.02
0.5140952726336135,1,0.02,0.02
0.7125732663850471,1,0.02,0.02
0.02020254731750685,1,0.02,0.02
0.2312212387756159,1,0.02,0.02
-2.831914188324596,1,0.02,0.02
-1.1875090782952709,1,0.02,0.02
1.0233282405927526,1,0.02,0.02
-2.262979838401686,1,0.02,0.02
0.170213549830987,1,0.02,0.02
1.2030398692773345,1,0.02,0.02
2.002449800072453,1,0.02,0.02
-0.17518706789335514,1,0.02,0.02
0.27036677418638155,1,0.02,0.02
1.3436540477928516,1,0.02,0.02
-1.4918326703598368,1,0.02,0.02
-0.6462635946610948,1,0.02,0.02
0.8038474145132564,1,0.02,0.02
-1.673704470556965,1,0.02,0.02
-0.23430308796211463,1,0.02,0.02
0.7626051438749231,1,0.02,0.02
1.5095795653797273,1,0.02,0.02
-0.39344266813094675,1,0.02,0.02
0.994910396733153,1,0.02,0.02
0.2110288639303311,1,0.02,0.02
0.4824261492442928,1,0.02,0.02
-0.10037297414678727,1,0.02,0.02
0.34306190555430494,1,0.02,0.02
-2.4465478464338144,1,0.02,0.02
-0.9776503112057106,1,0.02,0.02
1.924362514404734,1,0.02,0.02
-1.1461568289491917,1,0.02,0.02
0.44581339044451795,1,0.02,0.02
-3.588201886360492,1,0.02,0.02
-0.1392954012224087,1,0.02,0.02
0.4757819028218767,1,0.02,0.02
-0.8581987261889459,1,0.02,0.02
0.3621399833697908,1,0.02,0.02
-1.7174686566478055,1,0.02,0.02
2.9433148739125916,1,0.02,0.02
0.9498373005508264,1,0.02,0.02
0.12179630504015154,1,0.02,0.02
-0.6446770676014386,1,0.02,0.02
1.4781075243923425,1,0.02,0.02
-1.0843248420600404,1,0.02,0.02
0.005357622276435414,1,0.02,0.02
2.9788611531895226,1,0.02,0.02
0.5461865899780227,1,0.02,0.02
-1.0261446611443208,1,0.02,0.02
-0.6935952809419274,1,0.02,0.02
0.3221269764848306,1,0.02,0.02
0.5621611172631463,1,0.02,0.02
-1.9718794512671698,1,0.02,0.02
0.3194365207498299,1,0.02,0.02
-4.654360430178863,1,0.02,0.02
-2.186403338704636,1,0.02,0.02
0.4130522527955967,1,0.02,0.02
-0.7429678755439012,1,0.02,0.02
0.8265804433698951,1,0.02,0.02
0.37908690904809844,1,0.02,0.02
-0.5708941502321102,1,0.02,0.02
-0.4614245351378028,1,0.02,0.02
-4.562110696527645,1,0.02,0.02
0.16252692946577507,1,0.02,0.02
-0.9996723408132061,1,0.02,0.02
0.8863493284501117,1,0.02,0.02
