custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
8975-UMFMNM-E90,1.0,1.0,0.0,20.0,2.0,April,14.0,2.0,3.0,0.0,0.0,1.0,0.0,22.0,3.091042453358316,1.0,17.2,1.199528,0.18192814608477534,2.584472,0.9495212317782848,1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,10.4,1.0,1.0,0.0,1.0,1.0,24.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,4.0,2.0,0.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,2.0,15.0,413.37,2.0,54.33,0.0,3.0,33.0,0.0,6.0,1.791759469228055,194.85,5.272230031784718,1.0,21.0,3.044522437723423,656.8,6.487379558138218,1.0,46.05,3.829727762701316,1438.45,7.271321423958596,1.0,18.5,2.917770732084279,535.0,6.282266746896006,1.0,46.05,3.829727762701316,1490.7,7.307001087276385,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
3674-SDZNFY-J5J,5.0,1.0,1.0,57.0,5.0,July,14.0,2.0,2.0,0.0,4.0,2.0,0.0,47.0,3.8501476017100584,2.0,7.3,1.0739029999999998,0.07129967543432868,2.3570969999999996,0.8574307771165247,0.0,1.0,1.0,16.0,3.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,25.0,4.0,1.0,1.0,1.0,23.3,2.0,0.0,0.0,1.0,1.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,5.0,2.0,3.0,4.0,1.0,0.0,6.0,3.0,1.0,16.43,0.0,0.0,1.0,2.0,15.0,0.0,7.4,2.0014800002101243,126.25,4.838264068155469,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,8.75,2.169053700369523,125.0,4.8283137373023015,0.0,0.0,,0.0,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,25.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4656-IOKJYC-KDS,2.0,1.0,0.0,74.0,6.0,July,11.0,1.0,5.0,0.0,33.0,5.0,0.0,108.0,4.68213122712422,4.0,17.9,1.314576,0.27351418017680723,18.017424000000002,2.8913392896862917,0.0,5.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,39.0,5.0,3.0,1.0,0.0,56.2,3.0,0.0,0.0,1.0,1.0,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,39.0,5.0,2.0,2.0,4.0,0.0,30.0,5.0,7.0,128.69,6.0,105.75,0.0,3.0,72.0,0.0,49.0,3.8918202981106265,3434.0,8.141481041457421,1.0,84.0,4.430816798843313,6043.2,8.706688951958192,0.0,0.0,,0.0,,1.0,30.75,3.4258899942525267,2290.0,7.736307096548285,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,21.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4393-PVTHXF-HH6,2.0,3.0,1.0,32.0,3.0,March,16.0,3.0,2.0,0.0,1.0,1.0,0.0,21.0,3.044522437723423,1.0,19.7,1.8781980000000003,0.6303128065384855,2.258802,0.8148345842420426,0.0,3.0,1.0,17.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,9.0,3.0,1.0,1.0,1.0,10.200000000000001,1.0,0.0,0.0,4.0,3.0,29.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,14.0,4.0,4.0,1.0,1.0,0.0,14.0,4.0,11.0,251.82,3.0,51.86,0.0,1.0,53.0,0.0,13.2,2.580216829592325,698.3,6.54864880985199,1.0,59.25,4.081765780015241,3091.5,8.036411688998623,0.0,0.0,,0.0,,1.0,14.25,2.6567569067146595,740.0,6.606650186198215,1.0,33.35,3.507057772361633,1859.05,7.527820883540491,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,23.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
3334-NKPBPW-NUK,2.0,1.0,1.0,76.0,6.0,August,18.0,4.0,6.0,1.0,30.0,5.0,1.0,149.0,5.003946305945459,5.0,3.3000000000000003,2.8174409999999996,1.0358290261624048,2.099559,0.7417273226762899,0.0,4.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,44.0,5.0,3.0,1.0,1.0,75.7,3.0,0.0,0.0,1.0,1.0,22.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,40.0,5.0,4.0,3.0,4.0,0.0,29.0,5.0,9.0,310.46,7.0,242.45000000000002,0.0,2.0,71.0,0.0,17.9,2.884800712846709,1249.55,7.13053876548079,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,34.75,3.548179572010801,2420.0,7.791522819150732,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
4537-GMUTOR-AU0,4.0,2.0,1.0,41.0,4.0,September,12.0,2.0,1.0,0.0,14.0,4.0,0.0,52.0,3.9512437185814275,3.0,10.6,1.692184,0.5260200023164175,3.8198159999999994,1.3402022539191234,0.0,4.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,3.0,3.0,1.0,0.0,24.900000000000002,2.0,0.0,0.0,1.0,1.0,28.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,23.0,5.0,1.0,1.0,3.0,1.0,19.0,5.0,11.0,580.01,4.0,241.42000000000002,1.0,1.0,55.0,0.0,12.5,2.5257286443082556,618.9,6.427943708745316,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,18.5,2.917770732084279,1025.0,6.932447891572509,0.0,0.0,,0.0,,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8237-XIUDEH-HXN,5.0,4.0,0.0,47.0,4.0,January,14.0,2.0,3.0,0.0,18.0,5.0,0.0,78.0,4.356708826689592,4.0,3.4000000000000004,1.158924,0.14749198843706923,1.493076,0.40083842148116944,0.0,1.0,1.0,12.0,2.0,4.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,16.0,4.0,3.0,1.0,0.0,37.7,2.0,0.0,0.0,1.0,1.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,4.0,0.0,1.0,1.0,2.0,1.0,4.0,0.0,28.0,5.0,3.0,4.0,1.0,1.0,23.0,5.0,10.0,483.36,5.0,216.64000000000001,0.0,2.0,63.0,0.0,15.7,2.7536607123542622,1033.65,6.9408515064713265,1.0,44.5,3.7954891891721947,2801.55,7.937928114427725,1.0,55.35,4.013676659154646,3410.55,8.134628847594257,1.0,20.5,3.0204248861443626,1245.0,7.126890808898808,1.0,43.15,3.764682417529437,2622.2,7.871768939065301,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0686-MSFLPT-O9D,3.0,4.0,1.0,36.0,4.0,April,11.0,1.0,4.0,0.0,12.0,4.0,0.0,34.0,3.5263605246161616,2.0,7.000000000000001,0.36890000000000006,-0.9972296743795069,2.0111000000000003,0.6986818360584203,0.0,3.0,1.0,13.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,12.0,3.0,1.0,1.0,0.0,13.9,1.0,0.0,0.0,5.0,3.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,5.0,1.0,0.0,0.0,2.0,4.0,3.0,0.0,12.0,4.0,5.0,3.0,3.0,0.0,10.0,3.0,9.0,98.08,5.0,83.87,1.0,1.0,31.0,1.0,13.7,2.617395832834079,428.7,6.0607573736039315,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5975-YFJQSN-HNS,1.0,1.0,0.0,77.0,6.0,May,7.0,1.0,6.0,0.0,32.0,5.0,1.0,19.0,2.9444389791664403,1.0,4.9,0.26068,-1.3444616775179574,0.67032,-0.400000068677106,0.0,3.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,29.0,5.0,2.0,0.0,1.0,8.3,1.0,0.0,0.0,1.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,1.0,1.0,5.0,4.0,3.0,0.0,32.0,5.0,2.0,2.0,2.0,0.0,20.0,5.0,7.0,144.55,1.0,21.32,0.0,2.0,61.0,0.0,10.2,2.322387720290225,647.6,6.47327322180348,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,12.0,2.4849066497880004,735.0,6.5998704992128365,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
7709-WJVZVG-0IF,4.0,1.0,0.0,78.0,6.0,October,19.0,4.0,3.0,1.0,21.0,5.0,1.0,44.0,3.784189633918261,2.0,3.3000000000000003,0.561924,-0.576388669549751,0.890076,-0.11644842664332133,0.0,2.0,1.0,16.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,4.0,4.0,1.0,0.0,20.400000000000002,2.0,1.0,0.0,1.0,1.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,39.0,5.0,4.0,1.0,3.0,0.0,29.0,5.0,8.0,212.68,5.0,241.92000000000002,0.0,2.0,72.0,0.0,43.4,3.770459441106359,3068.8,8.02904188468912,0.0,0.0,,0.0,,1.0,52.2,3.955082494888593,3730.8,8.224377966852709,1.0,62.75,4.139158578011894,4350.0,8.37793112408273,1.0,69.5,4.241326752570746,4887.85,8.494507812982855,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,18.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7003-GHCDYE-E6S,3.0,4.0,0.0,42.0,4.0,June,12.0,2.0,2.0,0.0,3.0,2.0,0.0,36.0,3.58351893845611,2.0,12.9,0.6222960000000001,-0.4743394151955805,4.021704,1.391705693415943,0.0,2.0,0.0,-1.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,3.0,1.0,0.0,15.9,1.0,0.0,0.0,1.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,16.0,5.0,3.0,2.0,2.0,0.0,11.0,4.0,7.0,194.5,4.0,66.13,0.0,3.0,42.0,0.0,10.2,2.322387720290225,448.55,6.106020158005292,1.0,21.25,3.056356895370426,975.7,6.883155162113904,0.0,0.0,,0.0,,1.0,21.0,3.044522437723423,760.0,6.633318433280377,1.0,21.85,3.084200921541599,959.45,6.866360203615751,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,14.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1209-LMWPNQ-YFS,5.0,5.0,1.0,63.0,5.0,July,12.0,2.0,2.0,0.0,8.0,3.0,0.0,44.0,3.784189633918261,2.0,11.4,0.92796,-0.07476665057319265,4.08804,1.4080656375893452,0.0,4.0,1.0,17.0,4.0,2.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,26.0,5.0,1.0,1.0,0.0,11.100000000000001,1.0,0.0,0.0,8.0,4.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,4.0,1.0,0.0,4.0,2.0,7.0,235.49,3.0,77.28,1.0,1.0,11.0,1.0,5.5,1.7047480922384253,55.0,4.007333185232471,1.0,22.5,3.1135153092103742,226.65,5.4234069773868585,0.0,0.0,,0.0,,1.0,15.5,2.740840023925201,195.0,5.272999558563747,1.0,21.1,3.0492730404820207,237.15,5.468692852323591,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1178-RWKNSE-D50,2.0,1.0,1.0,20.0,2.0,August,15.0,3.0,2.0,0.0,0.0,1.0,0.0,20.0,2.995732273553991,1.0,3.2,0.18624000000000002,-1.6807191144390639,0.45376,-0.7901868550784291,1.0,1.0,0.0,-1.0,-1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,9.700000000000001,1.0,0.0,1.0,1.0,1.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,5.0,3.0,3.0,0.0,2.0,2.0,9.0,121.72,3.0,37.57,1.0,1.0,22.0,0.0,8.55,2.145931282948669,141.1,4.9494688588587685,1.0,13.75,2.6210388241125804,300.8,5.706445592075685,0.0,0.0,,0.0,,1.0,4.75,1.55814461804655,95.0,4.553876891600541,1.0,23.1,3.139832617527748,514.6,6.243389899847644,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,17.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0443-LAARAU-2E7,4.0,3.0,1.0,30.0,3.0,October,10.0,1.0,1.0,0.0,7.0,3.0,0.0,37.0,3.6109179126442243,2.0,3.5000000000000004,0.524475,-0.6453575167240968,0.7705250000000001,-0.26068317828500603,1.0,2.0,0.0,-1.0,-1.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,7.0,2.0,1.0,1.0,0.0,15.5,1.0,0.0,1.0,8.0,4.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,9.0,6.0,1.0,0.0,0.0,5.0,1.0,4.0,0.0,12.0,4.0,3.0,3.0,3.0,0.0,10.0,3.0,8.0,272.61,2.0,46.47,0.0,3.0,34.0,0.0,7.85,2.060513531794317,287.4,5.660874973644924,1.0,20.75,3.0325462466767075,785.4,6.666193142143909,0.0,0.0,,0.0,,1.0,20.5,3.0204248861443626,600.0,6.396929655216146,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,26.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2855-UNBOQK-EDC,3.0,1.0,0.0,18.0,2.0,January,11.0,1.0,6.0,1.0,1.0,1.0,0.0,19.0,2.9444389791664403,1.0,15.1,0.33854199999999995,-1.0831071175172446,2.530458,0.9284003140238819,1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,11.200000000000001,1.0,1.0,0.0,10.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,6.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,0.0,0.0,1.0,12.0,578.21,3.0,111.54,1.0,3.0,4.0,0.0,7.55,2.0215475632609334,28.6,3.353406717825807,0.0,0.0,,0.0,,1.0,25.4,3.2347491740244907,79.2,4.37197629882038,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3879-WSLKLR-HVP,1.0,1.0,1.0,26.0,3.0,October,16.0,3.0,4.0,0.0,1.0,1.0,0.0,19.0,2.9444389791664403,1.0,11.4,1.713306,0.5384248373643157,0.45269399999999993,-0.7925388784385273,1.0,2.0,1.0,19.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,8.4,1.0,0.0,0.0,7.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,3.0,1.0,0.0,0.0,4.0,3.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,12.0,224.59,4.0,87.37,0.0,3.0,2.0,0.0,3.65,1.2947271675944,5.75,1.749199854809259,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2164-PAMPSK-4JC,4.0,1.0,0.0,66.0,6.0,March,15.0,3.0,1.0,0.0,23.0,5.0,1.0,42.0,3.7376696182833684,2.0,5.6000000000000005,1.437072,0.3626077102258387,0.914928,-0.08890990532731032,0.0,5.0,0.0,-1.0,-1.0,1.0,8.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,21.0,4.0,2.0,1.0,1.0,20.3,2.0,1.0,0.0,1.0,1.0,24.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,18.0,5.0,1.0,2.0,2.0,0.0,18.0,5.0,13.0,645.42,5.0,244.01,1.0,3.0,45.0,1.0,7.5,2.0149030205422647,360.35,5.88707578137045,1.0,32.5,3.481240089335692,1385.7,7.23396070610467,0.0,0.0,,0.0,,1.0,10.5,2.3513752571634776,465.0,6.142037405587356,1.0,30.5,3.417726683613366,1265.6,7.143301597013389,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0053-NYGJGM-DF6,3.0,3.0,1.0,64.0,5.0,August,15.0,3.0,2.0,0.0,3.0,2.0,0.0,54.0,3.9889840465642745,3.0,3.0,0.36935999999999997,-0.9959835007834037,1.25064,0.2236554202869318,1.0,2.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24.0,4.0,6.0,0.0,0.0,30.3,2.0,0.0,1.0,1.0,1.0,21.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,5.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,11.0,4.0,3.0,1.0,3.0,0.0,11.0,4.0,8.0,262.19,6.0,298.04,1.0,1.0,38.0,0.0,11.35,2.4292177439274116,395.35,5.979771448516936,0.0,0.0,,0.0,,1.0,32.25,3.4735180432417816,1259.6,7.13854948922687,1.0,11.25,2.4203681286504293,355.0,5.872117789475416,0.0,0.0,,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,21.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
9922-RTBEMW-WN8,1.0,1.0,1.0,34.0,3.0,November,17.0,4.0,2.0,0.0,2.0,2.0,0.0,37.0,3.6109179126442243,2.0,4.7,0.5512630000000001,-0.5955432697327103,1.187737,0.17204981596079902,0.0,1.0,1.0,14.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,2.0,1.0,1.0,17.6,1.0,0.0,0.0,1.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,16.0,5.0,4.0,2.0,1.0,1.0,9.0,3.0,16.0,377.31,1.0,24.76,0.0,3.0,26.0,0.0,6.8,1.916922612182061,181.6,5.201806466167193,1.0,21.5,3.068052935133617,531.5,6.275703197782002,0.0,0.0,,0.0,,1.0,11.25,2.4203681286504293,250.0,5.521460917862246,1.0,36.1,3.586292865338835,912.4,6.8160784904102325,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8977-CPDEYH-T4S,1.0,1.0,0.0,22.0,2.0,February,13.0,2.0,2.0,0.0,0.0,1.0,0.0,15.0,2.70805020110221,1.0,1.0999999999999999,0.054944999999999994,-2.90142259408325,0.11005499999999999,-2.20677503814807,0.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,7.9,1.0,0.0,1.0,1.0,1.0,27.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,10.0,221.91,4.0,109.68,0.0,3.0,5.0,0.0,6.15,1.8164520818184267,24.7,3.2068032436339315,1.0,16.5,2.803360380906535,64.1,4.160444363926624,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,21.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1366-AZKLLQ-QLD,2.0,1.0,1.0,35.0,4.0,July,17.0,4.0,6.0,0.0,9.0,3.0,0.0,50.0,3.912023005428146,3.0,3.5999999999999996,0.567,-0.5673959752543851,1.2329999999999999,0.20945022418220716,0.0,3.0,0.0,-1.0,-1.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,4.0,1.0,0.0,23.8,2.0,0.0,0.0,1.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,18.0,5.0,3.0,4.0,2.0,0.0,18.0,5.0,15.0,1342.04,5.0,599.15,1.0,3.0,42.0,0.0,10.25,2.327277705584417,396.4,5.982423802455833,1.0,26.25,3.2676659890376327,1138.1,7.037115484287844,1.0,36.95,3.609565647394211,1507.6,7.31827426139298,1.0,15.0,2.70805020110221,620.0,6.429719478039138,1.0,22.9,3.131136910560194,922.0,6.826545223556594,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,15.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2825-QTGXOG-46Q,4.0,1.0,1.0,53.0,5.0,March,11.0,1.0,6.0,1.0,26.0,5.0,0.0,132.0,4.882801922586371,5.0,3.5000000000000004,0.63756,-0.45010688873128485,3.98244,1.3818946967752035,0.0,3.0,1.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,4.0,2.0,1.0,1.0,64.9,3.0,1.0,0.0,8.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,5.0,0.0,1.0,1.0,2.0,4.0,2.0,1.0,14.0,4.0,4.0,2.0,4.0,0.0,12.0,4.0,6.0,128.35,0.0,0.0,0.0,2.0,42.0,1.0,14.25,2.6567569067146595,596.3,6.39074389612906,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7883-BIYCOC-8YF,2.0,3.0,0.0,46.0,4.0,April,17.0,4.0,1.0,0.0,15.0,4.0,0.0,102.0,4.624972813284271,4.0,8.799999999999999,1.7233919999999998,0.5442944418259849,7.2526079999999995,1.9813611283192987,0.0,5.0,0.0,-1.0,-1.0,1.0,7.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,13.0,3.0,2.0,1.0,1.0,54.2,3.0,1.0,1.0,1.0,1.0,32.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,5.0,0.0,1.0,1.0,4.0,3.0,1.0,0.0,23.0,5.0,1.0,4.0,4.0,0.0,15.0,4.0,14.0,320.35,5.0,183.88,1.0,3.0,53.0,0.0,8.95,2.191653532286764,492.05,6.198580337344994,0.0,0.0,,0.0,,1.0,40.25,3.6951100038645723,2100.5,7.649930690609437,1.0,11.5,2.4423470353692043,625.0,6.437751649736401,1.0,39.35,3.6724959748634123,2002.2,7.602001854985383,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
